"";"techn_field_nr";"sector";"field_name";"RCA_US";"RCA_CN";"RCA_KR";"RCA_JP";"RCA_AI";"Period";"Category";"Category2"
"36";1;"Electrical engineering";"Electrical machinery, apparatus, energy";0,741397408760868;0,685766653713562;0,934787264141542;1,13959915307765;0,227448279949667;"Period 2 (1989-2003)";"Surrounding fields";3
"37";2;"Electrical engineering";"Audio-visual technology";0,688188419112875;0,380268770401573;1,48349299325803;1,27567987417571;0,363240694674621;"Period 2 (1989-2003)";"Surrounding fields";3
"38";3;"Electrical engineering";"Telecommunications";1,00444103225195;0,712629371488182;1,88481158902813;1,03808231661244;0,758654891557941;"Period 2 (1989-2003)";"Surrounding fields";3
"39";4;"Electrical engineering";"Digital communication";1,69530094457296;0,984851529862948;2,08884705880186;0,781655239072429;0,828156359599432;"Period 2 (1989-2003)";"AI-related fields";2
"40";5;"Electrical engineering";"Basic communication processes";1,36265812132984;0,392716245582749;1,16978684454829;1,03028937194058;0,703714665017247;"Period 2 (1989-2003)";"AI-related fields";2
"41";6;"Electrical engineering";"Computer technology";1,56708947787916;0,899826124747491;1,08143241940419;1,05794821787488;8,58789290520755;"Period 2 (1989-2003)";"AI-core fields";1
"42";7;"Electrical engineering";"IT methods for management";1,75127664762218;0,0695859323962138;1,17264695178218;1,06747400603371;3,29468337050863;"Period 2 (1989-2003)";"AI-core fields";1
"43";8;"Electrical engineering";"Semiconductors";0,760303377045001;0,35026355104623;2,47415975427423;1,17422154125952;0,160528000100187;"Period 2 (1989-2003)";"Other";4
"44";9;"Instruments";"Optics";0,614791123707043;0,318761513447623;0,819251662105692;1,38888460414118;0,292987643758271;"Period 2 (1989-2003)";"Other";4
"45";10;"Instruments";"Measurement";1,0909013123046;0,721820864306165;0,542656245822283;1,01473272208908;1,66779168749945;"Period 2 (1989-2003)";"AI-core fields";1
"46";11;"Instruments";"Analysis of biological materials";1,99928744621505;1,17810343622852;0,298584803506801;0,602949470318656;1,81430501787999;"Period 2 (1989-2003)";"AI-related fields";2
"47";12;"Instruments";"Control";1,02826737814042;0,564639577355941;0,686897500134456;1,03949065696983;4,97701909460982;"Period 2 (1989-2003)";"AI-core fields";1
"48";13;"Instruments";"Medical technology";2,22594171754139;1,05476360557515;0,391426215240261;0,583300717517203;0,83979453481655;"Period 2 (1989-2003)";"Surrounding fields";3
"49";14;"Chemistry";"Organic fine chemistry";1,46576347304845;1,83889586707937;0,686880846531424;0,666677426604839;0,00684059322604051;"Period 2 (1989-2003)";"Other";4
"50";15;"Chemistry";"Biotechnology";2,16276324046797;2,94133128480133;0,884781576887789;0,484715464669295;0,2211726265071;"Period 2 (1989-2003)";"Other";4
"51";16;"Chemistry";"Pharmaceuticals";1,8903751087803;6,31646248625744;0,529901829687762;0,362776056814083;0,025233368802356;"Period 2 (1989-2003)";"Other";4
"52";17;"Chemistry";"Macromolecular chemistry, polymers";0,893217009964288;1,10280893077303;0,687334596904137;1,11454753730611;0,020589833621658;"Period 2 (1989-2003)";"Other";4
"53";18;"Chemistry";"Food chemistry";0,691391052506136;6,06633844365419;1,67341396590632;0,64980026908464;0,0206098203846548;"Period 2 (1989-2003)";"Other";4
"54";19;"Chemistry";"Basic materials chemistry ";0,997704045262036;3,48440690437216;0,688019676981441;0,846638907869613;0,0648486986737361;"Period 2 (1989-2003)";"Other";4
"55";20;"Chemistry";"Materials, metallurgy";0,518878144790933;2,311864483958;1,03394301517938;1,05129947402717;0,334860554195545;"Period 2 (1989-2003)";"Other";4
"56";21;"Chemistry";"Surface technology, coating";0,808885275784872;0,910087739150148;0,628267316618931;1,18410515732261;0,0949576074070565;"Period 2 (1989-2003)";"Other";4
"57";22;"Chemistry";"Micro-structural and nano-technology";1,41890280350605;4,01071253038206;1,27698862713863;0,856576243634353;0;"Period 2 (1989-2003)";"Other";4
"58";23;"Chemistry";"Chemical engineering";1,10783003523511;1,17783301154082;0,520032173926767;0,839122000673803;0,187817187655226;"Period 2 (1989-2003)";"Other";4
"59";24;"Chemistry";"Environmental technology";0,717047990942616;1,2796677993957;1,08662034795934;0,992695517542268;0,317426809754643;"Period 2 (1989-2003)";"Other";4
"60";25;"Mechanical engineering";"Handling";0,83778424044336;0,35483409446002;0,423163383371019;1,03915926927092;0,314333860953554;"Period 2 (1989-2003)";"Surrounding fields";3
"61";26;"Mechanical engineering";"Machine tools";0,812498782002366;0,720724238956466;0,74472653928724;0,977984990633691;0,391690492206869;"Period 2 (1989-2003)";"Other";4
"62";27;"Mechanical engineering";"Engines, pumps, turbines";0,776298221602511;0,717130495246182;0,958511982439965;0,967909431233925;0,470458198053726;"Period 2 (1989-2003)";"Other";4
"63";28;"Mechanical engineering";"Textile and paper machines";0,587513771838777;0,710934053193697;0,604911440518703;1,21139660591794;0,190706691781591;"Period 2 (1989-2003)";"Other";4
"64";29;"Mechanical engineering";"Other special machines";0,956458649116425;0,897011864964569;0,620836869202774;0,924637356672663;0,204285396869156;"Period 2 (1989-2003)";"Other";4
"65";30;"Mechanical engineering";"Thermal processes and apparatus";0,519015081081299;1,16868600829449;1,42392961794817;1,06561256674218;0,787885068231497;"Period 2 (1989-2003)";"Other";4
"66";31;"Mechanical engineering";"Mechanical elements";0,844137733412242;0,510962356267243;0,65928196247744;0,914497427606973;0,166649929553359;"Period 2 (1989-2003)";"Other";4
"67";32;"Mechanical engineering";"Transport";0,912663677869291;0,491785203436893;1,35672633489326;0,806319825131181;0,463681933309643;"Period 2 (1989-2003)";"Other";4
"68";33;"Other fields";"Furniture, games";1,31313216256176;0,577569157892476;0,6827522928211;0,894583951792151;0,133865600706374;"Period 2 (1989-2003)";"Other";4
"69";34;"Other fields";"Other consumer goods";1,10431025482178;1,19232626904652;1,36822780290908;0,850415679438236;0,36965989879751;"Period 2 (1989-2003)";"Surrounding fields";3
"70";35;"Other fields";"Civil engineering";0,75078837049996;0,864215675080925;0,588432497646364;0,943128554873717;0,144062112619183;"Period 2 (1989-2003)";"Other";4
"71";1;"Electrical engineering";"Electrical machinery, apparatus, energy";0,664214887820842;0,940306809347488;1,13439754829776;1,29538098973363;0,245608091425121;"Period 3 (2004-2018)";"Surrounding fields";3
"72";2;"Electrical engineering";"Audio-visual technology";1,08431961100323;0,592276228278099;1,48095560582971;1,74635787473473;0,370288119230161;"Period 3 (2004-2018)";"Surrounding fields";3
"73";3;"Electrical engineering";"Telecommunications";1,40773745231439;0,691583265353046;1,55580379316248;1,25980564236692;0,316238847047725;"Period 3 (2004-2018)";"Surrounding fields";3
"74";4;"Electrical engineering";"Digital communication";1,58256598338426;1,13834039258685;1,0575513089391;0,497472049230322;1,14359783856749;"Period 3 (2004-2018)";"AI-related fields";2
"75";5;"Electrical engineering";"Basic communication processes";1,91319489222748;0,554598468997305;0,79995881820138;1,31903356069543;0,333301190031572;"Period 3 (2004-2018)";"AI-related fields";2
"76";6;"Electrical engineering";"Computer technology";2,17715858285108;0,871489314360809;0,883186666466216;0,838965876474053;8,13048772120913;"Period 3 (2004-2018)";"AI-core fields";1
"77";7;"Electrical engineering";"IT methods for management";2,13707277809354;0,7324892556598;1,91464841168781;0,760737159839769;3,60457701622076;"Period 3 (2004-2018)";"AI-core fields";1
"78";8;"Electrical engineering";"Semiconductors";1,01830983722313;0,46080030845906;2,2301042532582;1,64221886525545;0,0507726852179379;"Period 3 (2004-2018)";"Other";4
"79";9;"Instruments";"Optics";0,65192615104441;0,456382517729349;1,3072067408627;2,39045222087913;0,0495345445067716;"Period 3 (2004-2018)";"Other";4
"80";10;"Instruments";"Measurement";0,798501022326933;1,18443667018305;0,636470857970929;0,872822534729532;1,32799614482195;"Period 3 (2004-2018)";"AI-core fields";1
"81";11;"Instruments";"Analysis of biological materials";1,28843223591618;0,996259808428732;0,808676174560247;0,528647144895226;1,16069628291499;"Period 3 (2004-2018)";"AI-related fields";2
"82";12;"Instruments";"Control";1,12257205574193;1,12307311725261;0,698611150933434;0,895788817371231;2,86235285267656;"Period 3 (2004-2018)";"AI-core fields";1
"83";13;"Instruments";"Medical technology";2,17937518056743;0,711594742446881;0,778704101903132;0,807172267259241;0,906534032608844;"Period 3 (2004-2018)";"Surrounding fields";3
"84";14;"Chemistry";"Organic fine chemistry";0,888051854608986;1,26690599738918;0,726488780742251;0,578500402396342;0,0233219504849989;"Period 3 (2004-2018)";"Other";4
"85";15;"Chemistry";"Biotechnology";1,34947931938623;1,25231606037308;0,837968734343441;0,408549731030875;0,152539395644239;"Period 3 (2004-2018)";"Other";4
"86";16;"Chemistry";"Pharmaceuticals";0,954208711726186;1,56194801442073;0,501378310188315;0,209377391785119;0,0190417789169786;"Period 3 (2004-2018)";"Other";4
"87";17;"Chemistry";"Macromolecular chemistry, polymers";0,460999471935494;1,33682023883588;0,61332693132641;1,06811022382439;0,00954238178316383;"Period 3 (2004-2018)";"Other";4
"88";18;"Chemistry";"Food chemistry";0,276925149331847;1,57903631826793;0,811488271630206;0,299232548328648;0,0214303023823121;"Period 3 (2004-2018)";"Other";4
"89";19;"Chemistry";"Basic materials chemistry ";0,478402172439351;1,54328924753676;0,581863027668923;0,579814108398825;0,0147337405523986;"Period 3 (2004-2018)";"Other";4
"90";20;"Chemistry";"Materials, metallurgy";0,249732267958669;1,48363121530918;0,730898675635977;0,685456395670308;0,0821991432314999;"Period 3 (2004-2018)";"Other";4
"91";21;"Chemistry";"Surface technology, coating";0,933138689984191;1,02546661521697;0,800629831397585;1,19621958914013;0,045517711743857;"Period 3 (2004-2018)";"Other";4
"92";22;"Chemistry";"Micro-structural and nano-technology";0,715482090929567;1,07769645180556;1,31796640708138;0,593694157257167;0,0883375985129624;"Period 3 (2004-2018)";"Other";4
"93";23;"Chemistry";"Chemical engineering";0,65850303362705;1,38058485555909;0,828868177408389;0,555096870267603;0,0493548201250614;"Period 3 (2004-2018)";"Other";4
"94";24;"Chemistry";"Environmental technology";0,484213306800903;1,33636767640067;0,983951897405222;0,701823683252291;0,108149636799434;"Period 3 (2004-2018)";"Other";4
"95";25;"Mechanical engineering";"Handling";0,77412640488179;1,02412913804582;0,743246123158865;1,14744385811437;0,220121273352645;"Period 3 (2004-2018)";"Surrounding fields";3
"96";26;"Mechanical engineering";"Machine tools";0,553443997995352;1,39339855870264;0,69663218076835;0,660785933484007;0,101413019833441;"Period 3 (2004-2018)";"Other";4
"97";27;"Mechanical engineering";"Engines, pumps, turbines";0,940397343544657;0,636426626388486;0,818821383358105;1,29746737833231;0,181874543174696;"Period 3 (2004-2018)";"Other";4
"98";28;"Mechanical engineering";"Textile and paper machines";0,438795770965976;0,960707355401211;0,598375035856777;1,71029635070733;0,0445296962288105;"Period 3 (2004-2018)";"Other";4
"99";29;"Mechanical engineering";"Other special machines";0,728771960562923;1,23329781629316;0,824382097111105;0,72343815590334;0,0956110971026744;"Period 3 (2004-2018)";"Other";4
"100";30;"Mechanical engineering";"Thermal processes and apparatus";0,453526722907574;1,0790836829351;1,20079170168774;1,0284036162023;0,235619023217201;"Period 3 (2004-2018)";"Other";4
"101";31;"Mechanical engineering";"Mechanical elements";0,76046535055651;0,829080523079853;0,783341829963801;1,14631728308087;0,0698353622107885;"Period 3 (2004-2018)";"Other";4
"102";32;"Mechanical engineering";"Transport";0,825754923176431;0,628387152327684;1,26129986132134;1,18730996545208;0,235403110672165;"Period 3 (2004-2018)";"Other";4
"103";33;"Other fields";"Furniture, games";1,14348992130063;0,682201858038695;0,938778167478266;1,63710780084607;0,0650087968715419;"Period 3 (2004-2018)";"Other";4
"104";34;"Other fields";"Other consumer goods";1,10230248769488;0,895632412303777;1,44686439328256;0,861060388414306;0,0952818795147497;"Period 3 (2004-2018)";"Surrounding fields";3
"105";35;"Other fields";"Civil engineering";0,737094766293325;0,994704474132222;1,28468878293913;0,809276152303194;0,0870425541074839;"Period 3 (2004-2018)";"Other";4
