"ctry_code";"Subclass";"RCA_Gen";"RCA_AI";"Period"
"AD";"B21F";0;NA;"1994-1998"
"AD";"B21G";0;NA;"1994-1998"
"AD";"B21H";0;NA;"1994-1998"
"AD";"B21J";0;NA;"1994-1998"
"AD";"B21K";0;NA;"1994-1998"
"AD";"B21L";0;NA;"1994-1998"
"AD";"B22C";0;NA;"1994-1998"
"AD";"B22D";0;NA;"1994-1998"
"AD";"B22F";0;NA;"1994-1998"
"AD";"B23B";0;NA;"1994-1998"
"AD";"B23C";0;NA;"1994-1998"
"AD";"B23D";0;NA;"1994-1998"
"AD";"B23F";0;NA;"1994-1998"
"AD";"B23G";0;NA;"1994-1998"
"AD";"B23H";0;NA;"1994-1998"
"AD";"B23K";0;NA;"1994-1998"
"AD";"B23P";0;NA;"1994-1998"
"AD";"B23Q";0;NA;"1994-1998"
"AD";"B24B";0;NA;"1994-1998"
"AD";"B24C";0;NA;"1994-1998"
"AD";"B24D";0;NA;"1994-1998"
"AD";"B25B";0;NA;"1994-1998"
"AD";"B25C";0;NA;"1994-1998"
"AD";"B25D";0;NA;"1994-1998"
"AD";"B25F";0;NA;"1994-1998"
"AD";"B25G";0;NA;"1994-1998"
"AD";"B25H";0;NA;"1994-1998"
"AD";"B25J";0;NA;"1994-1998"
"AD";"B26B";0;NA;"1994-1998"
"AD";"B26D";0;NA;"1994-1998"
"AD";"B26F";0;NA;"1994-1998"
"AD";"B27B";0;NA;"1994-1998"
"AD";"B27C";0;NA;"1994-1998"
"AD";"B27D";0;NA;"1994-1998"
"AD";"B27F";0;NA;"1994-1998"
"AD";"B27G";0;NA;"1994-1998"
"AD";"B27H";0;NA;"1994-1998"
"AD";"B27J";0;NA;"1994-1998"
"AD";"B27K";0;NA;"1994-1998"
"AD";"B27L";0;NA;"1994-1998"
"AD";"B27M";0;NA;"1994-1998"
"AD";"B27N";0;NA;"1994-1998"
"AD";"B28B";58,2605937004305;NA;"1994-1998"
"AD";"B28C";356,593619972261;NA;"1994-1998"
"AD";"B28D";0;NA;"1994-1998"
"AD";"B29B";0;NA;"1994-1998"
"AD";"B29C";0;NA;"1994-1998"
"AD";"B29D";0;NA;"1994-1998"
"AD";"B29K";0;NA;"1994-1998"
"AD";"B29L";0;NA;"1994-1998"
"AD";"B30B";0;NA;"1994-1998"
"AD";"B31B";0;NA;"1994-1998"
"AD";"B31C";0;NA;"1994-1998"
"AD";"B31D";0;NA;"1994-1998"
"AD";"B31F";0;NA;"1994-1998"
"AD";"B32B";0;NA;"1994-1998"
"AD";"B41B";0;NA;"1994-1998"
"AD";"B41C";0;NA;"1994-1998"
"AD";"B41D";0;NA;"1994-1998"
"AD";"B41F";0;NA;"1994-1998"
"AD";"B41G";0;NA;"1994-1998"
"AD";"B41J";0;NA;"1994-1998"
"AD";"B41K";0;NA;"1994-1998"
"AD";"B41L";0;NA;"1994-1998"
"AD";"B41M";0;NA;"1994-1998"
"AD";"B41N";0;NA;"1994-1998"
"AD";"B42B";0;NA;"1994-1998"
"AD";"B42C";0;NA;"1994-1998"
"AD";"B42D";0;NA;"1994-1998"
"AD";"B42F";0;NA;"1994-1998"
"AD";"B43K";0;NA;"1994-1998"
"AD";"B43L";0;NA;"1994-1998"
"AD";"B43M";0;NA;"1994-1998"
"AD";"B44B";0;NA;"1994-1998"
"AD";"B44C";0;NA;"1994-1998"
"AD";"B44D";0;NA;"1994-1998"
"AD";"B44F";0;NA;"1994-1998"
"AD";"B60B";0;NA;"1994-1998"
"AD";"B60C";47,3226578317688;NA;"1994-1998"
"AD";"B60D";0;NA;"1994-1998"
"AD";"B60F";0;NA;"1994-1998"
"AD";"B60G";0;NA;"1994-1998"
"AD";"B60H";0;NA;"1994-1998"
"AD";"B60J";0;NA;"1994-1998"
"AD";"B60K";55,5060449050086;NA;"1994-1998"
"AD";"B60L";0;NA;"1994-1998"
"AD";"B60M";0;NA;"1994-1998"
"AD";"B60N";0;NA;"1994-1998"
"AD";"B60P";70,8275482093664;NA;"1994-1998"
"AD";"B60Q";0;NA;"1994-1998"
"AD";"B60R";0;NA;"1994-1998"
"AD";"B60S";0;NA;"1994-1998"
"AD";"B60T";0;NA;"1994-1998"
"AD";"B60V";0;NA;"1994-1998"
"AD";"B60W";0;NA;"1994-1998"
"AD";"B61B";0;NA;"1994-1998"
"AD";"B61C";0;NA;"1994-1998"
"AD";"B61D";0;NA;"1994-1998"
"AD";"B61F";0;NA;"1994-1998"
"AD";"B61G";0;NA;"1994-1998"
"AD";"B61H";0;NA;"1994-1998"
"AD";"B61J";0;NA;"1994-1998"
"AD";"B61K";0;NA;"1994-1998"
"AD";"B61L";0;NA;"1994-1998"
"AD";"B62B";0;NA;"1994-1998"
"AD";"B62C";0;NA;"1994-1998"
"AD";"B62D";0;NA;"1994-1998"
"AD";"B62H";0;NA;"1994-1998"
"AD";"B62J";0;NA;"1994-1998"
"AD";"B62K";0;NA;"1994-1998"
"AD";"B62L";0;NA;"1994-1998"
"AD";"B62M";0;NA;"1994-1998"
"AD";"B63B";0;NA;"1994-1998"
"AD";"B63C";0;NA;"1994-1998"
"AD";"B63G";0;NA;"1994-1998"
"AD";"B63H";0;NA;"1994-1998"
"AD";"B63J";0;NA;"1994-1998"
"AD";"B64B";0;NA;"1994-1998"
"AD";"B64C";0;NA;"1994-1998"
"AD";"B64D";0;NA;"1994-1998"
"AD";"B64F";0;NA;"1994-1998"
"AD";"B64G";0;NA;"1994-1998"
"AD";"B65B";0;NA;"1994-1998"
"AD";"B65C";0;NA;"1994-1998"
"AD";"B65D";0;NA;"1994-1998"
"AD";"B65F";0;NA;"1994-1998"
"AD";"B65G";0;NA;"1994-1998"
"AD";"B65H";0;NA;"1994-1998"
"AD";"B66B";0;NA;"1994-1998"
"AD";"B66C";0;NA;"1994-1998"
"AD";"B66D";0;NA;"1994-1998"
"AD";"B66F";0;NA;"1994-1998"
"AD";"B67B";0;NA;"1994-1998"
"AD";"B67C";0;NA;"1994-1998"
"AD";"B67D";0;NA;"1994-1998"
"AD";"B68B";0;NA;"1994-1998"
"AD";"B68C";0;NA;"1994-1998"
"AD";"B68F";0;NA;"1994-1998"
"AD";"B68G";0;NA;"1994-1998"
"AD";"B81B";0;NA;"1994-1998"
"AD";"B81C";0;NA;"1994-1998"
"AD";"B82B";0;NA;"1994-1998"
"AD";"B82Y";0;NA;"1994-1998"
"AD";"C01B";0;NA;"1994-1998"
"AD";"C01C";0;NA;"1994-1998"
"AD";"C01D";0;NA;"1994-1998"
"AD";"C01F";0;NA;"1994-1998"
"AD";"C01G";0;NA;"1994-1998"
"AD";"C02F";0;NA;"1994-1998"
"AD";"C03B";0;NA;"1994-1998"
"AD";"C03C";0;NA;"1994-1998"
"AD";"C04B";0;NA;"1994-1998"
"AD";"C05B";0;NA;"1994-1998"
"AD";"C05C";0;NA;"1994-1998"
"AD";"C05D";0;NA;"1994-1998"
"AD";"C05F";0;NA;"1994-1998"
"AD";"C05G";0;NA;"1994-1998"
"AD";"C06B";0;NA;"1994-1998"
"AD";"C06C";0;NA;"1994-1998"
"AD";"C06D";0;NA;"1994-1998"
"AD";"C06F";0;NA;"1994-1998"
"AD";"C07B";0;NA;"1994-1998"
"AD";"C07C";0;NA;"1994-1998"
"AD";"C07D";0;NA;"1994-1998"
"AD";"C07F";0;NA;"1994-1998"
"AD";"C07G";0;NA;"1994-1998"
"AD";"C07H";0;NA;"1994-1998"
"AD";"C07J";0;NA;"1994-1998"
"AD";"C07K";0;NA;"1994-1998"
"AD";"C08B";0;NA;"1994-1998"
"AD";"C08C";0;NA;"1994-1998"
"AD";"C08F";0;NA;"1994-1998"
"AD";"C08G";0;NA;"1994-1998"
"AD";"C08H";0;NA;"1994-1998"
"AD";"C08J";0;NA;"1994-1998"
"AD";"C08K";0;NA;"1994-1998"
"AD";"C08L";0;NA;"1994-1998"
"AD";"C09B";0;NA;"1994-1998"
"AD";"C09C";0;NA;"1994-1998"
"AD";"C09D";0;NA;"1994-1998"
"AD";"C09F";0;NA;"1994-1998"
"AD";"C09G";0;NA;"1994-1998"
"AD";"C09H";0;NA;"1994-1998"
"AD";"C09J";0;NA;"1994-1998"
"AD";"C09K";0;NA;"1994-1998"
"AD";"C10B";0;NA;"1994-1998"
"AD";"C10C";0;NA;"1994-1998"
"AD";"C10F";0;NA;"1994-1998"
"AD";"C10G";0;NA;"1994-1998"
"AD";"C10H";0;NA;"1994-1998"
"AD";"C10J";0;NA;"1994-1998"
"AD";"C10K";0;NA;"1994-1998"
"AD";"C10L";0;NA;"1994-1998"
"AD";"C10M";0;NA;"1994-1998"
"AD";"C10N";0;NA;"1994-1998"
"AD";"C11B";0;NA;"1994-1998"
"AD";"C11C";0;NA;"1994-1998"
"AD";"C11D";0;NA;"1994-1998"
"AD";"C12C";0;NA;"1994-1998"
"AD";"C12F";0;NA;"1994-1998"
"AD";"C12G";121,389990557129;NA;"1994-1998"
"AD";"C12H";0;NA;"1994-1998"
"AD";"C12J";0;NA;"1994-1998"
"AD";"C12L";0;NA;"1994-1998"
"AD";"C12M";0;NA;"1994-1998"
"AD";"C12N";0;NA;"1994-1998"
"AD";"C12P";0;NA;"1994-1998"
"AD";"C12Q";0;NA;"1994-1998"
"AD";"C12R";0;NA;"1994-1998"
"AD";"C12S";0;NA;"1994-1998"
"AD";"C13B";0;NA;"1994-1998"
"AD";"C13C";0;NA;"1994-1998"
"AD";"C13D";0;NA;"1994-1998"
"AD";"C13F";0;NA;"1994-1998"
"AD";"C13G";0;NA;"1994-1998"
"AD";"C13J";0;NA;"1994-1998"
"AD";"C13K";0;NA;"1994-1998"
"AD";"C14B";0;NA;"1994-1998"
"AD";"C14C";0;NA;"1994-1998"
"AD";"C21B";0;NA;"1994-1998"
"AD";"C21C";0;NA;"1994-1998"
"AD";"C21D";0;NA;"1994-1998"
"AD";"C22B";0;NA;"1994-1998"
"AD";"C22C";0;NA;"1994-1998"
"AD";"C22F";0;NA;"1994-1998"
"AD";"C23C";0;NA;"1994-1998"
"AD";"C23D";0;NA;"1994-1998"
"AD";"C23F";0;NA;"1994-1998"
"AD";"C23G";0;NA;"1994-1998"
"AD";"C25B";0;NA;"1994-1998"
"AD";"C25C";0;NA;"1994-1998"
"AD";"C25D";0;NA;"1994-1998"
"AD";"C25F";0;NA;"1994-1998"
"AD";"C30B";0;NA;"1994-1998"
"AD";"C40B";0;NA;"1994-1998"
"AD";"C99Z";0;NA;"1994-1998"
"AD";"D01B";0;NA;"1994-1998"
"AD";"D01C";0;NA;"1994-1998"
"AD";"D01D";0;NA;"1994-1998"
"AD";"D01F";0;NA;"1994-1998"
"AD";"D01G";0;NA;"1994-1998"
"AD";"D01H";0;NA;"1994-1998"
"AD";"D02G";0;NA;"1994-1998"
"AD";"D02H";0;NA;"1994-1998"
"AD";"D02J";0;NA;"1994-1998"
"AD";"D03C";0;NA;"1994-1998"
"AD";"D03D";0;NA;"1994-1998"
"AD";"D03J";0;NA;"1994-1998"
"AD";"D04B";0;NA;"1994-1998"
"AD";"D04C";0;NA;"1994-1998"
"AD";"D04D";0;NA;"1994-1998"
"AD";"D04G";0;NA;"1994-1998"
"AD";"D04H";0;NA;"1994-1998"
"AD";"D05B";0;NA;"1994-1998"
"AD";"D05C";0;NA;"1994-1998"
"AD";"D06B";0;NA;"1994-1998"
"AD";"D06C";0;NA;"1994-1998"
"AD";"D06F";0;NA;"1994-1998"
"AD";"D06G";0;NA;"1994-1998"
"AD";"D06H";0;NA;"1994-1998"
"AD";"D06J";0;NA;"1994-1998"
"AD";"D06L";0;NA;"1994-1998"
"AD";"D06M";0;NA;"1994-1998"
"AD";"D06N";0;NA;"1994-1998"
"AD";"D06P";0;NA;"1994-1998"
"AD";"D06Q";0;NA;"1994-1998"
"AD";"D07B";0;NA;"1994-1998"
"AD";"D21B";0;NA;"1994-1998"
"AD";"D21C";0;NA;"1994-1998"
"AD";"D21D";0;NA;"1994-1998"
"AD";"D21F";0;NA;"1994-1998"
"AD";"D21G";0;NA;"1994-1998"
"AD";"D21H";0;NA;"1994-1998"
"AD";"D21J";0;NA;"1994-1998"
"AD";"E01B";0;NA;"1994-1998"
"AD";"E01C";0;NA;"1994-1998"
"AD";"E01D";0;NA;"1994-1998"
"AD";"E01F";0;NA;"1994-1998"
"AD";"E01H";0;NA;"1994-1998"
"AD";"E02B";0;NA;"1994-1998"
"AD";"E02C";0;NA;"1994-1998"
"AD";"E02D";0;NA;"1994-1998"
"AD";"E02F";0;NA;"1994-1998"
"AD";"E03B";0;NA;"1994-1998"
"AD";"E03C";0;NA;"1994-1998"
"AD";"E03D";0;NA;"1994-1998"
"AD";"E03F";0;NA;"1994-1998"
"AD";"E04B";0;NA;"1994-1998"
"AD";"E04C";0;NA;"1994-1998"
"AD";"E04D";0;NA;"1994-1998"
"AD";"E04F";0;NA;"1994-1998"
"AD";"E04G";0;NA;"1994-1998"
"AD";"E04H";0;NA;"1994-1998"
"AD";"E05B";0;NA;"1994-1998"
"AD";"E05C";0;NA;"1994-1998"
"AD";"E05D";0;NA;"1994-1998"
"AD";"E05F";0;NA;"1994-1998"
"AD";"E05G";0;NA;"1994-1998"
"AD";"E06B";0;NA;"1994-1998"
"AD";"E06C";0;NA;"1994-1998"
"AD";"E21B";0;NA;"1994-1998"
"AD";"E21C";0;NA;"1994-1998"
"AD";"E21D";0;NA;"1994-1998"
"AD";"E21F";0;NA;"1994-1998"
"AD";"F01B";0;NA;"1994-1998"
"AD";"F01C";0;NA;"1994-1998"
"AD";"F01D";0;NA;"1994-1998"
"AD";"F01K";0;NA;"1994-1998"
"AD";"F01L";0;NA;"1994-1998"
"AD";"F01M";0;NA;"1994-1998"
"AD";"F01N";0;NA;"1994-1998"
"AD";"F01P";0;NA;"1994-1998"
"AD";"F02B";0;NA;"1994-1998"
"AD";"F02C";0;NA;"1994-1998"
"AD";"F02D";0;NA;"1994-1998"
"AD";"F02F";0;NA;"1994-1998"
"AD";"F02G";0;NA;"1994-1998"
"AD";"F02K";0;NA;"1994-1998"
"AD";"F02M";0;NA;"1994-1998"
"AD";"F02N";0;NA;"1994-1998"
"AD";"F02P";0;NA;"1994-1998"
"AD";"F03B";0;NA;"1994-1998"
"AD";"F03C";0;NA;"1994-1998"
"AD";"F03D";0;NA;"1994-1998"
"AD";"F03G";0;NA;"1994-1998"
"AD";"F03H";0;NA;"1994-1998"
"AD";"F04B";0;NA;"1994-1998"
"AD";"F04C";0;NA;"1994-1998"
"AD";"F04D";0;NA;"1994-1998"
"AD";"F04F";0;NA;"1994-1998"
"AD";"F15B";0;NA;"1994-1998"
"AD";"F15C";0;NA;"1994-1998"
"AD";"F15D";0;NA;"1994-1998"
"AD";"F16B";0;NA;"1994-1998"
"AD";"F16C";0;NA;"1994-1998"
"AD";"F16D";0;NA;"1994-1998"
"AD";"F16F";0;NA;"1994-1998"
"AD";"F16G";0;NA;"1994-1998"
"AD";"F16H";0;NA;"1994-1998"
"AD";"F16J";0;NA;"1994-1998"
"AD";"F16K";0;NA;"1994-1998"
"AD";"F16L";0;NA;"1994-1998"
"AD";"F16M";0;NA;"1994-1998"
"AD";"F16N";0;NA;"1994-1998"
"AD";"F16P";0;NA;"1994-1998"
"AD";"F16S";0;NA;"1994-1998"
"AD";"F16T";0;NA;"1994-1998"
"AD";"F17B";0;NA;"1994-1998"
"AD";"F17C";0;NA;"1994-1998"
"AD";"F17D";0;NA;"1994-1998"
"AD";"F21H";0;NA;"1994-1998"
"AD";"F21K";0;NA;"1994-1998"
"AD";"F21L";0;NA;"1994-1998"
"AD";"F21S";0;NA;"1994-1998"
"AD";"F21V";0;NA;"1994-1998"
"AD";"F21W";0;NA;"1994-1998"
"AD";"F21Y";0;NA;"1994-1998"
"AD";"F22B";0;NA;"1994-1998"
"AD";"F22D";0;NA;"1994-1998"
"AD";"F22G";0;NA;"1994-1998"
"AD";"F23B";0;NA;"1994-1998"
"AD";"F23C";0;NA;"1994-1998"
"AD";"F23D";0;NA;"1994-1998"
"AD";"F23G";0;NA;"1994-1998"
"AD";"F23H";0;NA;"1994-1998"
"AD";"F23J";0;NA;"1994-1998"
"AD";"F23K";0;NA;"1994-1998"
"AD";"F23L";0;NA;"1994-1998"
"AD";"F23M";0;NA;"1994-1998"
"AD";"F23N";0;NA;"1994-1998"
"AD";"F23Q";0;NA;"1994-1998"
"AD";"F23R";0;NA;"1994-1998"
"AD";"F24B";0;NA;"1994-1998"
"AD";"F24C";0;NA;"1994-1998"
"AD";"F24D";0;NA;"1994-1998"
"AD";"F24F";0;NA;"1994-1998"
"AD";"F24H";0;NA;"1994-1998"
"AD";"F24J";0;NA;"1994-1998"
"AD";"F24S";0;NA;"1994-1998"
"AD";"F24T";0;NA;"1994-1998"
"AD";"F24V";0;NA;"1994-1998"
"AD";"F25B";0;NA;"1994-1998"
"AD";"F25C";0;NA;"1994-1998"
"AD";"F25D";0;NA;"1994-1998"
"AD";"F25J";0;NA;"1994-1998"
"AD";"F26B";0;NA;"1994-1998"
"AD";"F27B";0;NA;"1994-1998"
"AD";"F27D";0;NA;"1994-1998"
"AD";"F28B";0;NA;"1994-1998"
"AD";"F28C";0;NA;"1994-1998"
"AD";"F28D";0;NA;"1994-1998"
"AD";"F28F";0;NA;"1994-1998"
"AD";"F28G";0;NA;"1994-1998"
"AD";"F41A";0;NA;"1994-1998"
"AD";"F41B";0;NA;"1994-1998"
"AD";"F41C";0;NA;"1994-1998"
"AD";"F41F";0;NA;"1994-1998"
"AD";"F41G";0;NA;"1994-1998"
"AD";"F41H";0;NA;"1994-1998"
"AD";"F41J";0;NA;"1994-1998"
"AD";"F42B";0;NA;"1994-1998"
"AD";"F42C";0;NA;"1994-1998"
"AD";"F42D";0;NA;"1994-1998"
"AD";"G01B";0;NA;"1994-1998"
"AD";"G01C";0;NA;"1994-1998"
"AD";"G01D";0;NA;"1994-1998"
"AD";"G01F";0;NA;"1994-1998"
"AD";"G01G";0;NA;"1994-1998"
"AD";"G01H";0;NA;"1994-1998"
"AD";"G01J";0;NA;"1994-1998"
"AD";"G01K";0;NA;"1994-1998"
"AD";"G01L";0;NA;"1994-1998"
"AD";"G01M";0;NA;"1994-1998"
"AD";"G01N";0;NA;"1994-1998"
"AD";"G01P";0;NA;"1994-1998"
"AD";"G01Q";0;NA;"1994-1998"
"AD";"G01R";0;NA;"1994-1998"
"AD";"G01S";0;NA;"1994-1998"
"AD";"G01T";0;NA;"1994-1998"
"AD";"G01V";0;NA;"1994-1998"
"AD";"G01W";0;NA;"1994-1998"
"AD";"G02B";0;NA;"1994-1998"
"AD";"G02C";0;NA;"1994-1998"
"AD";"G02F";0;NA;"1994-1998"
"AD";"G03B";0;NA;"1994-1998"
"AD";"G03C";0;NA;"1994-1998"
"AD";"G03D";0;NA;"1994-1998"
"AD";"G03F";0;NA;"1994-1998"
"AD";"G03G";0;NA;"1994-1998"
"AD";"G03H";0;NA;"1994-1998"
"AD";"G04B";0;NA;"1994-1998"
"AD";"G04C";0;NA;"1994-1998"
"AD";"G04D";0;NA;"1994-1998"
"AD";"G04F";0;NA;"1994-1998"
"AD";"G04G";0;NA;"1994-1998"
"AD";"G04R";0;NA;"1994-1998"
"AD";"G05B";0;NA;"1994-1998"
"AD";"G05D";0;NA;"1994-1998"
"AD";"G05F";0;NA;"1994-1998"
"AD";"G05G";0;NA;"1994-1998"
"AD";"G06C";0;NA;"1994-1998"
"AD";"G06D";0;NA;"1994-1998"
"AD";"G06E";0;NA;"1994-1998"
"AD";"G06F";0;NA;"1994-1998"
"AD";"G06G";0;NA;"1994-1998"
"AD";"G06J";0;NA;"1994-1998"
"AD";"G06K";0;NA;"1994-1998"
"AD";"G06M";0;NA;"1994-1998"
"AD";"G06N";0;NA;"1994-1998"
"AD";"G06Q";0;NA;"1994-1998"
"AD";"G06T";0;NA;"1994-1998"
"AD";"G07B";0;NA;"1994-1998"
"AD";"G07C";0;NA;"1994-1998"
"AD";"G07D";0;NA;"1994-1998"
"AD";"G07F";0;NA;"1994-1998"
"AD";"G07G";0;NA;"1994-1998"
"AD";"G08B";0;NA;"1994-1998"
"AD";"G08C";0;NA;"1994-1998"
"AD";"G08G";0;NA;"1994-1998"
"AD";"G09B";0;NA;"1994-1998"
"AD";"G09C";0;NA;"1994-1998"
"AD";"G09D";0;NA;"1994-1998"
"AD";"G09F";21,7534478382266;NA;"1994-1998"
"AD";"G09G";0;NA;"1994-1998"
"AD";"G10B";0;NA;"1994-1998"
"AD";"G10C";0;NA;"1994-1998"
"AD";"G10D";0;NA;"1994-1998"
"AD";"G10F";0;NA;"1994-1998"
"AD";"G10G";0;NA;"1994-1998"
"AD";"G10H";0;NA;"1994-1998"
"AD";"G10K";0;NA;"1994-1998"
"AD";"G10L";0;NA;"1994-1998"
"AD";"G11B";0;NA;"1994-1998"
"AD";"G11C";0;NA;"1994-1998"
"AD";"G12B";0;NA;"1994-1998"
"AD";"G16H";0;NA;"1994-1998"
"AD";"G21B";0;NA;"1994-1998"
"AD";"G21C";0;NA;"1994-1998"
"AD";"G21D";0;NA;"1994-1998"
"AD";"G21F";0;NA;"1994-1998"
"AD";"G21G";0;NA;"1994-1998"
"AD";"G21H";0;NA;"1994-1998"
"AD";"G21J";0;NA;"1994-1998"
"AD";"G21K";0;NA;"1994-1998"
"AD";"G99Z";0;NA;"1994-1998"
"AD";"H01B";0;NA;"1994-1998"
"AD";"H01C";0;NA;"1994-1998"
"AD";"H01F";0;NA;"1994-1998"
"AD";"H01G";0;NA;"1994-1998"
"AD";"H01H";0;NA;"1994-1998"
"AD";"H01J";0;NA;"1994-1998"
"AD";"H01K";0;NA;"1994-1998"
"AD";"H01L";0;NA;"1994-1998"
"AD";"H01M";0;NA;"1994-1998"
"AD";"H01P";0;NA;"1994-1998"
"AD";"H01Q";0;NA;"1994-1998"
"AD";"H01R";0;NA;"1994-1998"
"AD";"H01S";0;NA;"1994-1998"
"AD";"H01T";0;NA;"1994-1998"
"AD";"H02B";0;NA;"1994-1998"
"AD";"H02G";0;NA;"1994-1998"
"AD";"H02H";0;NA;"1994-1998"
"AD";"H02J";0;NA;"1994-1998"
"AD";"H02K";0;NA;"1994-1998"
"AD";"H02M";0;NA;"1994-1998"
"AD";"H02N";0;NA;"1994-1998"
"AD";"H02P";0;NA;"1994-1998"
"AD";"H02S";0;NA;"1994-1998"
"AD";"H03B";0;NA;"1994-1998"
"AD";"H03C";0;NA;"1994-1998"
"AD";"H03D";0;NA;"1994-1998"
"AD";"H03F";0;NA;"1994-1998"
"AD";"H03G";0;NA;"1994-1998"
"AD";"H03H";0;NA;"1994-1998"
"AD";"H03J";0;NA;"1994-1998"
"AD";"H03K";0;NA;"1994-1998"
"AD";"H03L";0;NA;"1994-1998"
"AD";"H03M";0;NA;"1994-1998"
"AD";"H04B";0;NA;"1994-1998"
"AD";"H04H";0;NA;"1994-1998"
"AD";"H04J";0;NA;"1994-1998"
"AD";"H04K";0;NA;"1994-1998"
"AD";"H04L";0;NA;"1994-1998"
